"inc_number","inc_assignment_group","inc_opened_at","inc_cmdb_ci","inc_short_description","taskslatable_has_breached","inc_u_escalation_reason"
"INC0853717","SC_ALL_L1_SDK","05/02/2026 17:06:15","Outlook 365","CB - Outlook - add mailbox","false",""
"INC0838307","SC_ALL_L1_SDK","16/12/2025 15:48:49","Visio 365","Demande d'activation licence VISIO","false",""
"INC0835459","SC_ALL_L2_WKS","09/12/2025 11:18:38","Office Timeline","Office timelines Expert n'est plus installé sur mon nouveau poste après changement de poste alors que j'en ai une utilisation quotidienne","false","Assigned for Resolution"
"INC0840020","SC_ALL_L1_SDK","22/12/2025 16:19:53","MyPassword","Comment changer mon mdp ADMOGQ10 ?","false",""
"INC0833651","SC_ALL_L1_SDK","03/12/2025 15:32:01","Adobe Acrobat","Surval - Adobe - Issue with adobe acrobat ","false",""
"INC0833931","SC_ALL_L1_SDK","04/12/2025 10:27:32","Windows Workstation","test","false",""
"INC0834815","SC_ALL_L1_SDK","08/12/2025 07:07:17","Bitlocker","WFH- laptop  -Bitlocker password required ","false",""
"INC0834169","SC_ALL_L1_SDK","04/12/2025 17:08:26","Windows","BIOGARON_Windows_souci de lien active roles ","false",""
"INC0833950","SC_ALL_L1_SDK","04/12/2025 10:46:17","VPN Check Point","WFH - VPN - can't connect to VPN","false","Assigned for Resolution"
"INC0839424","SC_ALL_L1_SDK","19/12/2025 14:53:18","Adobe Acrobat","Need access to Adobe Acrobat","false",""
"INC0834456","SC_ALL_L1_SDK","05/12/2025 13:21:08","Visio 365","after reinstall w11 the app Visio it was not installed on the user profile","false",""
"INC0872604","SC_ALL_L1_SDK","24/03/2026 15:00:35","POWER BI","software not visible for Power BI desktop in Software request in service catalogue.","false",""
"INC0831456","SC_ALL_L1_SDK","27/11/2025 09:44:51","Windows Account","WFH- Windows account - Reset and sync password ","false",""
"INC0834084","SC_ALL_L2_WKS","04/12/2025 14:42:59","Windows Workstation","Hello Team, Please provide temporary admin rights on CB041014 so we can install Biovia Insight for Excel manually","false","Assigned for Resolution"
"INC0834474","SC_ALL_L1_SDK","05/12/2025 13:44:09","WEBSOP","Impossible d'accéder au site","false",""
"INC0873234","SC_ALL_L1_SDK","25/03/2026 15:17:09","Windows Workstation","Marie-Eve PICARD GRAVEL - account locked ","false",""
"INC0833335","SC_ALL_L1_SDK","03/12/2025 08:10:48","VPN Check Point","VPN is connected but no services can be accessed from this network.","false","Assigned for Resolution"
"INC0835020","SC_ALL_L1_SDK","08/12/2025 11:45:41","Windows Account","WFH - windows account - synchronisation ","false",""
"INC0844317","SC_ALL_L1_SDK","09/01/2026 17:18:34","DIANE","impossible de se connecter à Diane depuis changement de PC windows 11","false",""
"INC0835009","SC_ALL_L2_GAM","08/12/2025 11:39:25","Network Drive","besoin restauration fichier K:\DRH_FPC\Yvette    en date du 30/11/2026","false","Assigned for Resolution"
"INC0835537","SC_ALL_L2_GAM","09/12/2025 13:28:44","Windows Account","For unknown reasons the user account has been deactivated.","false","Assigned for Resolution"
"INC0834159","SC_ALL_L1_SDK","04/12/2025 16:47:17","VPN Check Point","NO ACCESS VPN IN REMOTE ","false","Assigned for Resolution"
"INC0836771","SC_ALL_L1_SDK","11/12/2025 19:10:32","POWER BI","Depuis la migration vers Windows 11, je n'ai plus Power BI sur mon PC","false","Assigned for Resolution"
"INC0835538","SC_ALL_L2_GAM","09/12/2025 13:29:55","Windows Account","For unknown reasons the user account has been deactivated.","false","Assigned for Resolution"
"INC0842370","SC_ALL_L1_SDK","05/01/2026 15:03:42","Windows Account","WFH - windows account- sync","false",""
"INC0834955","SC_ALL_L1_SDK","08/12/2025 10:36:16","Windows Workstation","BL - workstation - dictate function on windows 11 does not always work","false",""
"INC0835037","SC_ALL_L1_SDK","08/12/2025 11:57:46","Outlook 365","IMS0000563: I have error on accessing shared mailbox:HTA.GRT.HERO@servier.com","false",""
"INC0835481","SC_ALL_L1_SDK","09/12/2025 11:43:29","Outlook 365","WFH - outlook - teams reunion in outlook does not add link to invitation body","false",""
"INC0835252","SC_ALL_L1_SDK","08/12/2025 20:39:20","OneDrive 365","User is requesting for 50gb of storage","false","Assigned for Resolution"
"INC0835306","SC_ALL_L1_SDK","09/12/2025 05:42:02","Windows Account","Gidy - Windows - locked account ","false",""
"INC0835047","SC_ALL_L2_WKS","08/12/2025 12:07:01","Windows","Surval - Software request - need to install python 3.11.9","false","Assigned for Resolution"
"INC0832819","SC_ALL_L1_SDK","02/12/2025 09:16:19","VDI","WFH- VDI - access ","false",""
"INC0832818","SC_ALL_L1_SDK","02/12/2025 09:15:49","VDI","WFH- VDI - could not find her documents in VDI ","false",""
"INC0838943","SC_ALL_L2_WKS","18/12/2025 10:28:07","Windows 11","Andrea has received a lot of applications which she hasn't asked for.","false","Assigned for Resolution"
"INC0835485","SC_ALL_L1_SDK","09/12/2025 11:45:27","WRAPortal","WFH- WRAPORTAL- Can not access ","false","Assigned for Resolution"
"INC0833253","SC_ALL_L1_SDK","02/12/2025 22:02:38","MFA MS MultiFactor","US2-MFA MS MultiFactor-Delete MFA","false","Assigned for Resolution"
"INC0836644","SC_ALL_L1_SDK","11/12/2025 14:26:30","Outlook 365","saclay - outlook - user wants to recieve his mail in another folder","false",""
"INC0847199","SC_ALL_L1_SDK","19/01/2026 13:32:47","Outlook 365","WFH-Outlook-Access issue ","false",""
"INC0855028","SC_ALL_L1_SDK","10/02/2026 09:48:15","VDI","WFH-VDI-user can't access to VDI","false",""
"INC0835506","SC_ALL_L1_SDK","09/12/2025 12:08:28","Windows Account","reset password","false",""
"INC0838546","SC_ALL_L2_WKS","17/12/2025 10:26:19","WebPV","Plus acces à mon outils de travail","false","Assigned for Resolution"
"INC0851888","SC_ALL_L1_SDK","02/02/2026 09:47:17","Outlook 365","Bolbec - outlook - problème de mise a jour du calendries ","false",""
"INC0836032","SC_ALL_L1_SDK","10/12/2025 13:39:44","Bitlocker","Baclair - Bitlocker - KEY ","false",""
"INC0837752","SC_ALL_L1_SDK","15/12/2025 14:21:38","MFA MS MultiFactor","Biogaran - MFA - Reset ","false","Assigned for Resolution"
"INC0837149","SC_ALL_L1_SDK","12/12/2025 18:06:22","Windows Account","wfh_Windows Account_unlock ","false",""
"INC0835800","SC_ALL_L1_SDK","10/12/2025 07:42:46","WEBSOP","Relance du ticket INC0832787","false","Assigned for Resolution"
"INC0835804","SC_ALL_L1_SDK","10/12/2025 07:47:24","SharePoint O365","GIDY- Sharepoint - unable to open PDF Files ","false",""
"INC0853229","SC_ALL_L1_SDK","04/02/2026 16:19:22","Outlook 365","bolbec_outlook_souci de outlook ","false","Assigned for Resolution"
"INC0833591","SC_ALL_L2_WKS","03/12/2025 14:13:22","Adobe Acrobat","Saclay - Adobe acrobat - can't connect ","false","Assigned for Resolution"
"INC0833332","SC_ALL_L1_SDK","03/12/2025 08:06:36","Fileshare","GIDY - WFH - problème d'accès au lecteur Z","false",""
"INC0836108","SC_ALL_L1_SDK","10/12/2025 15:55:41","GECHAP","User is not able to fill the Stakeholder field in the Processing tab - Action Plan","false","Assigned for Resolution"
"INC0835838","SC_ALL_L1_SDK","10/12/2025 09:06:34","Windows Account","WFH - Windows account - could not change password herself","false",""
"INC0837629","SC_ALL_L1_SDK","15/12/2025 11:33:04","VPN Check Point","Unable to connect to the VPN","false","Assigned for Resolution"
"INC0837684","SC_ALL_L1_SDK","15/12/2025 13:14:25","Windows 11","I need to get Window 11 Installed in my pc before 19th Dec","false","Assigned for Resolution"
"INC0844771","SC_ALL_L1_SDK","12/01/2026 13:15:37","ORACLE DATABASE","locked account du to invalid password ","false","Assigned for Resolution"
"INC0836137","SC_ALL_L1_SDK","10/12/2025 16:25:58","WEBSOP","Alicia cannot open WebSOP, receiving an error after logging into Citrix and selecting WebSOP light, despite clearing cache and cookies.","false",""
"INC0837382","SC_ALL_L1_SDK","15/12/2025 06:39:10","Windows Account","Gidy - windows - Reset password ","false",""
"INC0834334","SC_ALL_L1_SDK","05/12/2025 09:27:46","LANCELOT ADMIN","forgotten password","false","Assigned for Resolution"
"INC0836151","SC_ALL_L1_SDK","10/12/2025 16:49:43","Windows","Issue when opening Chrome (like INC0799783) Still happens and more frequently now","false",""
"INC0838365","SC_ALL_L1_SDK","16/12/2025 17:39:19","Windows Account","Mon mot de passe admop a expiré","false","Assigned for Resolution"
"INC0834379","SC_ALL_L1_SDK","05/12/2025 10:33:37","Windows Workstation","WFH - Windows workstation - display hour issue","false",""
"INC0836975","SC_ALL_L1_SDK","12/12/2025 12:02:34","Outlook 365","I would like to create a generic mailbox to meet the need of a GMPA user, but my access to the form was denied.","false",""
"INC0836848","SC_ALL_L1_SDK","12/12/2025 07:13:00","SharePoint O365","no access forCSM system  guide folder","false","Assigned for Resolution"
"INC0842387","SC_ALL_L1_SDK","05/01/2026 15:30:50","Windows Account","WFH - Windows Account ","false","Assigned for Resolution"
"INC0837165","SC_ALL_L1_SDK","12/12/2025 20:24:37","WEBSOP","I can't continue to use this website because of the Java ","false","Assigned for Resolution"
"INC0848477","SC_ALL_L1_SDK","22/01/2026 10:01:10","InPULSE","InPulse connexion issue","false","Assigned for Resolution"
"INC0836986","SC_ALL_L1_SDK","12/12/2025 12:26:14","Windows Account","WFH-Windows account-Reset password(user forgot her password)","false",""
"INC0842334","SC_ALL_L2_WKS","05/01/2026 14:14:58","EndNote DK2","Old version of Endnote installed (18 instead of 21)","false","Assigned for Resolution"
"INC0840641","SC_ALL_L1_SDK","25/12/2025 09:05:31","Windows Account","BOLBEC - Windows account - reset password ","false",""
"INC0837004","SC_ALL_L1_SDK","12/12/2025 12:57:52","Windows Account","I am not able to login into EBX VAL and PROD using my admop password. My admop user Id is admopio18. Please reset it.","false",""
"INC0839768","SC_ALL_L1_SDK","22/12/2025 09:30:51","Windows Account","Deborah GEROLD - account deactivated on sh@re2 + ARS","false",""
"INC0832882","SC_ALL_L2_WKS","02/12/2025 10:12:26","Windows Workstation","WFH - workstation - accidentally enrolled  [same as INC0824884]","false","Assigned for Resolution"
"INC0844029","SC_ALL_L1_SDK","09/01/2026 09:48:02","Bitlocker","WFH - Bitlocker - locked PC ","false",""
"INC0837790","SC_ALL_L2_WKS","15/12/2025 15:21:23","Windows Workstation","gidy_windows worksatation_instal Logiciel DRAGON ","false","Assigned for Resolution"
"INC0837437","SC_ALL_L1_SDK","15/12/2025 08:18:15","Windows Account","Gidy - RESET PASSWORD ","false",""
"INC0844756","SC_ALL_L1_SDK","12/01/2026 12:52:30","SOPREAD","IMS0000716: SOPREAD DOES NOT LET ME OPEN MS WORD DOX CDOCUMENTS","false","Assigned for Resolution"
"INC0837451","SC_ALL_L1_SDK","15/12/2025 08:43:31","VPN Check Point","WFH - Network drive  - Access ","false","Assigned for Resolution"
"INC0835209","SC_ALL_L1_SDK","08/12/2025 16:59:00","WEBSOP","BL - Websop - how to download documents from websop on windows 11","false",""
"INC0834851","SC_ALL_L1_SDK","08/12/2025 08:36:54","Windows Account","WFH- Windows account - Reset  & Sync windows password ","false",""
"INC0847260","SC_ALL_L2_WKS","19/01/2026 15:31:06","ePaper","Bonjour, depuis que j'ai migré à windows 11, je n'ai plus accès à epaper ","false","Assigned for Resolution"
"INC0848121","SC_ALL_L2_WKS","21/01/2026 11:55:40","Windows Workstation","I would like to install a trial version of BlueBeam Revu software","false","Assigned for Resolution"
"INC0838239","SC_ALL_L1_SDK","16/12/2025 14:23:23","Windows 11","need to install google chrome in W11 VDI","false","Assigned for Resolution"
"INC0835161","SC_ALL_L1_SDK","08/12/2025 15:44:07","Windows Account","saclay_Windows Account_reset ADMOP password ","false",""
"INC0837866","SC_ALL_L1_SDK","15/12/2025 17:32:56","MFA MS MultiFactor","Office -MFA - new phone needs to reset MFA ","false","Assigned for Resolution"
"INC0840211","SC_ALL_L1_SDK","23/12/2025 10:57:05","Bitlocker","WFH - Bitlocker - Laptop locked","false",""
"INC0836871","SC_ALL_L1_SDK","12/12/2025 08:34:02","EndNote DK2","Demande de licence","false","Assigned for Resolution"
"INC0837828","SC_ALL_L1_SDK","15/12/2025 16:13:24","Network Drive","Access to Network Drive","false",""
"INC0838911","SC_ALL_L1_SDK","18/12/2025 09:31:49","VPN Check Point","WFH - VPN - Cannot connect wrong password","false","Assigned for Resolution"
"INC0835681","SC_ALL_L1_SDK","09/12/2025 18:03:07","Outlook 365","wfh_outlook_souci des salles sur outlook","false",""
"INC0837821","SC_ALL_L1_SDK","15/12/2025 15:58:53","Windows Workstation","je veux installer visual studio code sur mon pc , pour mon travail, mais il n'est pas dans la liste","false",""
"INC0838318","SC_ALL_L1_SDK","16/12/2025 16:14:49","Adobe Acrobat","Problème de licence ADOBE PRO","false",""
"INC0834868","SC_ALL_L1_SDK","08/12/2025 09:03:37","Windows Account","GIDY- Windows account - Locked ","false",""
"INC0837509","SC_ALL_L1_SDK","15/12/2025 09:33:27","WEBSOP","je n'arrive pas à acceder à l'application","false",""
"INC0838180","SC_ALL_L1_SDK","16/12/2025 12:13:53","EURECA","impossible d'ouvrir un document ","false","Assigned for Resolution"
"INC0838176","SC_ALL_L1_SDK","16/12/2025 12:11:36","WRAPortal","I can't open Excel sheets that I was able to open before","false",""
"INC0838183","SC_ALL_L2_WKS","16/12/2025 12:25:13","Windows 11","Unable to open the MySql Developer","false","Assigned for Resolution"
"INC0837564","SC_ALL_L1_SDK","15/12/2025 10:25:49","Windows Workstation","Gidy - Windows workstation -  could not open wright applications","false",""
"INC0838787","SC_ALL_L1_SDK","17/12/2025 19:23:51","Teams","IMS0000630: ms teams not loading","false",""
"INC0838979","SC_ALL_L1_SDK","18/12/2025 11:43:34","NextGen","WFH-windows account-user wants to create a new windows account for a new arrival","false","Assigned for Resolution"
"INC0838898","SC_ALL_L1_SDK","18/12/2025 09:12:31","SharePoint O365","Impossible de donner l'accès à un SharePoint","false","Assigned for Resolution"
"INC0850840","SC_ALL_L1_SDK","29/01/2026 08:48:40","Windows Account","WFH- Windows account - forgot password","false",""
"INC0840363","SC_ALL_L1_SDK","23/12/2025 16:57:06","WEBSOP","I cannot access websop, despite being logged into VPN and attempting to access via citrix workspace following recently sent instructions","false","Incorrect Assignment"
"INC0839386","SC_ALL_L1_SDK","19/12/2025 13:44:20","Windows Workstation","Besoin du logiciel application métier ","false",""
"INC0838705","SC_ALL_L2_GAM","17/12/2025 14:58:24","Windows Account","WFH  - Windows account - disabled account ","false","Assigned for Resolution"
"INC0835465","SC_ALL_L1_SDK","09/12/2025 11:21:15","VDI","Facing VDI slowness issue","false",""
"INC0844802","SC_ALL_L1_SDK","12/01/2026 13:48:11","Windows Account","Gidy-windows account-user windows account is locked","false",""
"INC0848475","SC_ALL_L1_SDK","22/01/2026 10:00:02","Windows Account","Mon compte Windows est bloqué","false",""
"INC0841888","SC_ALL_L1_SDK","05/01/2026 08:50:39","Windows Account","WFH-windows account-user forgot her password","false",""
"INC0842419","SC_ALL_L2_GAM","05/01/2026 16:05:37","Windows Account","WFH- windows account - disabled ","false","Assigned for Resolution"
"INC0839035","SC_ALL_L1_SDK","18/12/2025 13:35:25","OneDrive 365","GIDY-onedrive-sync issue to onedrive","false","Assigned for Resolution"
"INC0839203","SC_ALL_L1_SDK","19/12/2025 01:05:20","WEBSOP","WEBSOP on citrix not available","false","Incorrect Assignment"
"INC0844794","SC_ALL_L1_SDK","12/01/2026 13:44:30","PXY Zscaler","je souhaite m'inscrire à un webinar mais le lien est bloqué par Zscaler. ","false","Assigned for Resolution"
"INC0838751","SC_ALL_L1_SDK","17/12/2025 16:29:29","Windows Workstation","Gidy-windows workstation-user can't unlock his PC","false","Assigned for Resolution"
"INC0842409","SC_ALL_L1_SDK","05/01/2026 15:55:47","Bitlocker","wfh - bitlocker - key ","false",""
"INC0843272","SC_ALL_L1_SDK","07/01/2026 15:09:16","Bitlocker","GIDY - Bitlocker","false",""
"INC0843288","SC_ALL_L1_SDK","07/01/2026 15:34:48","Outlook 365","Remove 7-year retention policy on generic mailbox","false",""
"INC0836543","SC_ALL_L1_SDK","11/12/2025 11:53:22","Network Drive","plus d'accès au G et H","false",""
"INC0860791","SC_ALL_L1_SDK","23/02/2026 13:00:06","SOPREAD","CI1 - SOP READ - Can't connect","false",""
"INC0839764","SC_ALL_L1_SDK","22/12/2025 09:28:40","Network Drive","je n'ai plus accès au disc Y dont j'ai besoin ","false",""
"INC0845861","SC_ALL_L2_WKS","14/01/2026 16:03:13","Windows Workstation","Saclay - Windows 11 -Wants to install smoldym","false","Assigned for Resolution"
"INC0839833","SC_ALL_L1_SDK","22/12/2025 10:44:06","VASCO","L'application Vasco ne fonctionne pas","false",""
"INC0837536","SC_ALL_L1_SDK","15/12/2025 10:00:14","Windows Account","Gidy- windows account - reset password ADMOP ","false",""
"INC0837580","SC_ALL_L1_SDK","15/12/2025 10:37:09","Citrix","Gidy - Citrix -problème d'accès ","false",""
"INC0839260","SC_ALL_L2_WKS","19/12/2025 09:12:39","FILEOPEN","Plugin companion broker process is not running plugin will not because correct security cannot by provided","false","Assigned for Resolution"
"INC0847993","SC_ALL_L1_SDK","21/01/2026 09:38:18","Adobe Acrobat","need upgrade to adobe standard","false",""
